,timestamp,likes,retweets,source,length,sentiment,tweet
0,2018-10-30 03:50:55,0,0,Twitter for iPhone,67,1,Basically Cardi B on my timeline right now. https://t.co/6UvZRhtDQo
1,2018-10-30 03:50:54,0,0,Twitter for iPhone,151,-1,"as soon little mix exposed CARDI 
CARDI WAS LIKE FUCK I GOT CAUGHT UP LMAOOOOOO 
and plus I can’t beat Nicki Minaj 
in a rap .. https://t.co/R696VJe5b5"
2,2018-10-30 03:50:54,0,0,Twitter for iPhone,168,1,@bubbasback @TheIconicMo I cannot keep up lol every time i click on insta or twitter it is something new! I just saw that on cardi Instagram and was like wait what! lol
3,2018-10-30 03:50:52,0,0,Twitter for iPhone,44,0,@iFeelFreedxm @NICKIMINAJ Copies Cardi a lot
4,2018-10-30 03:50:52,0,0,Twitter for iPhone,83,0,cardi and nicki wish they could have a diss track like this https://t.co/97WM8obKV2
5,2018-10-30 03:50:51,0,0,Twitter for iPhone,67,0,Arianators during this Nicki vs. Cardi feud https://t.co/48DmJeBkaQ
6,2018-10-30 03:50:51,0,0,Twitter for Android,211,0,"@Dominic_209 @musicnewsfact Cardi never lied about it ,cardi reject it ,they send the track to cardi and she reject it ,they just salty she did,she reject it for a reason and the reason is Soo obvious ,issa flop"
7,2018-10-30 03:50:51,0,0,Twitter for iPhone,81,0,I am sorry to say but CARDI B IS BETTER THAN NICKI MINAJ WILL EVER BE !!!! FACTS.
8,2018-10-30 03:50:50,0,0,Twitter for iPhone,65,0,"y’all, let’s just agree, we all know Cardi ain’t shhh. #JustSayin"
9,2018-10-30 03:50:49,0,0,Twitter for iPhone,24,0,I think cardi b is trash
10,2018-10-30 03:50:47,0,0,Twitter for iPhone,40,0,Cardi b is trash byeeeee i loveeee nicki
11,2018-10-30 03:50:47,0,0,Twitter for iPhone,18,0,Sheeeeesh Cardi...
12,2018-10-30 03:50:45,0,0,Twitter for Android,118,-1,"This is the stupidest and most annoying beef ever between Nicki and Cardi. Can someone switch it off!!!

The yelling 😩"
13,2018-10-30 03:50:45,0,0,Twitter for Android,36,0,I'm so over Nicki and Cardi's beef 🙄
14,2018-10-30 03:50:44,0,0,Twitter for iPhone,98,1,I live cardi b honestly idgaf what nobody say she never been a hater and always speak how she feel
15,2018-10-30 03:50:44,0,0,Twitter for iPhone,47,1,Cardi B bet not delete those iconic videos tho.
16,2018-10-30 03:50:44,0,0,Twitter for iPhone,89,-1,So Is Nicki Vs Cardi Finally Gonna Offset The Latina Vs Black Girl War? #SeeWhatIDidThere
17,2018-10-30 03:50:43,2,0,Twitter for iPhone,58,0,cardi when nicki give her the pen. https://t.co/Zy1exQcyZ4
18,2018-10-30 03:50:43,1,0,Google,134,1,I liked a @YouTube video https://t.co/LfxDkCuqde Rah Ali THR3ATENS Hennessy Carolina+ Cardi B and Nicki Minaj go at it! full breakdown
19,2018-10-30 03:50:42,1,0,Twitter for iPhone,173,1,Idc if Herpi is backtracking now. I still want Nicki to upload the footage of Cardi getting her shit rocked by Rah and upload it to VEVO with Good Form playing as the audio.
20,2018-10-30 03:50:42,1,0,Twitter for iPhone,102,-1,little mix out of all people getting dragged into this nicki/cardi beef has got me fucked up ahshdjkss
21,2018-10-30 03:50:42,1,0,Twitter for Android,91,-1,"Nicki missed an Opportunity to be Cardi's kingmaker because Jealousy.

So so unfortunate!!😂"
22,2018-10-30 03:50:40,0,0,Twitter for iPhone,88,0,@princessalitzy @NICKIMINAJ @iamcardib Cardi says EOOOWWWW and Nicki says YOU MY SON smh
23,2018-10-30 03:50:40,0,0,Twitter for iPhone,17,0,Cardi give 0 fks😂
24,2018-10-30 03:50:39,0,0,Twitter for iPhone,64,-1,I mean I like nickis music but if you ain’t votin cardi you suck
25,2018-10-30 03:50:38,0,0,Twitter for iPhone,83,-1,"We all know Cardi B, but no shade, who’s this Little Mix..? https://t.co/Hqd09Z3zHV"
26,2018-10-30 03:50:37,0,0,Twitter for Android,159,1,I am the only person in this world who thinks that the most feasible thing is that nicki and cardi have a meeting to take out the garbage and burn it together?
27,2018-10-30 03:50:37,0,0,Twitter for iPhone,69,1,This Nicki Minaj &amp; Cardi B beef too much! https://t.co/e1L3XVapid
28,2018-10-30 03:50:36,0,0,Twitter for iPhone,238,1,"@literarylamb Nicki isn’t picking the fights, she’s finishing them. Cardi can’t keep her shoes on her feet, Kim can’t walk into an interview without mentioning Nicki. Cardi lied and Nicki defended herself, but that’s picking fights right?"
29,2018-10-30 03:50:35,4,0,Twitter for iPhone,74,-1,did nicki and cardi just do all that to make up in the end...... bitch wtf
30,2018-10-30 03:50:35,0,0,Twitter for iPhone,197,0,"@SupremeLeighade @pat08035242 Cardi never shaded them. And it was the barbz that were attacking them and ripping them to shreds, thats why they had to speak out because the barbz were dragging them"
31,2018-10-30 03:50:35,0,0,Twitter for iPhone,61,-1,Can’t understand a single thing about this Cardi x Nicki beef
32,2018-10-30 03:50:35,0,0,Twitter for iPhone,100,-1,while nicki and cardi b out here being weird. gowon is spreading positivity 🦋https://t.co/myqXLBI5dc
33,2018-10-30 03:50:34,0,0,Twitter for iPhone,116,1,Apparently Cardi B has problem about Nicki liking something on her twitter. Um I didn’t know you were a stalker LMAO
34,2018-10-30 03:50:33,0,0,Twitter for Android,175,1,"@Je_Maraj @iHave3Testiclez He* I love him, now I'm sad.  I wished all the ppl I liked were barbz my life would be easier lol.  But yea he a lil Kim fan then switched to Cardi."
35,2018-10-30 03:50:33,0,0,Twitter for iPhone,55,1,@CasualAssMari Ay but we know cardi tell straight truth
36,2018-10-30 03:50:32,0,0,Twitter for iPhone,67,-1,Cardi &amp; Nicki need to rap about the shit they talkin .... 🤷🏾‍♀️
37,2018-10-30 03:50:31,0,0,Twitter for iPhone,104,1,"Little Mix really helped end the Nicki/Cardi beef. Their minds, ugh! So powerful https://t.co/P3yoonOpcq"
38,2018-10-30 03:50:30,0,0,Twitter for iPhone,23,1,Yo Cardi B is funny asf
