,timestamp,likes,retweets,source,length,tweet
0,2018-10-28 02:14:05,0,0,Twitter for iPhone,102,Puig just got an RBI for each time his house was broken into this season #RedSox #Dodgers #WorldSeries
1,2018-10-28 02:14:05,0,0,Twitter for iPhone,74,"Puig and Machado are the biggest douchebags in baseball, along with Harper"
2,2018-10-28 02:14:05,0,0,Twitter for iPhone,33,Puig hits one deep into the night
3,2018-10-28 02:14:05,0,0,Twitter for iPhone,40,"Okay Puig nvm, do whatever you want.. 😍😍"
4,2018-10-28 02:14:05,0,0,Twitter for iPhone,25,"Yasiel Puig, what a BEAST"
5,2018-10-28 02:14:05,0,0,Twitter for iPhone,19,Puig right on time!
6,2018-10-28 02:14:05,0,0,Twitter for iPhone,26,Puig demolished that ball.
7,2018-10-28 02:14:05,0,0,Twitter for iPhone,22,"Puig, you piss me off."
8,2018-10-28 02:14:05,0,0,Twitter for iPhone,27,PUIG you monster!! Let’s GO
9,2018-10-28 02:14:05,0,0,Facebook,33,"PUIG YOURE A KILLER!!!!

#Dodgers"
10,2018-10-28 02:14:05,0,0,Twitter for iPhone,19,Puig too much sauce
11,2018-10-28 02:14:05,0,0,Twitter for iPhone,58,Puig with the missile lets goooooooo!!!!!!!! #LADetermined
12,2018-10-28 02:14:05,0,0,Twitter for iPhone,61,Puig is a douche but damn is he clutch. Wowzers! #WorldSeries
13,2018-10-28 02:14:05,0,0,Twitter for iPhone,16,PUIG YOUR FRIEND
14,2018-10-28 02:14:05,0,0,Tweetbot for iΟS,31,"Yasiel Puig, you get my respect"
15,2018-10-28 02:14:05,0,0,Twitter for iPhone,15,Puig my friend!
16,2018-10-28 02:14:05,0,0,Twitter Web Client,86,Doesn't matter. Because friggin Puig just hit a home run in the very next at bat. sigh
17,2018-10-28 02:14:05,0,0,Twitter for Android,16,PUIG YOUR FRIEND
18,2018-10-28 02:14:05,0,0,Twitter for iPhone,28,YASIEL PUIG WORLD SERIES MVP
19,2018-10-28 02:14:05,1,1,Twitter Web Client,113,"When Puig feels good at the plate he has a hard time hiding it. 3R HR DEEP into the seats in LF. Dodgers 4-0, B6."
20,2018-10-28 02:14:05,0,0,Twitter for iPhone,49,THE DODGERS MAKE ME HAPPY AND SO DOES YASIEL PUIG
21,2018-10-28 02:14:05,1,0,Twitter for iPhone,32,Puig is insane! Whattaaaa DAWG 🐶
22,2018-10-28 02:14:05,0,0,Twitter for Android,100,"SMOLTZ: ""Cora sticks with his guy because he is DEALING""

3 seconds later: Puig hits ball into orbit"
23,2018-10-28 02:14:05,0,0,Twitter for iPhone,82,I love how Rodriguez just threw his glove off after Puig hit the HR 😂 #WorldSeries
24,2018-10-28 02:14:05,0,0,Twitter for Android,18,PUIG! WHAT A SHOT!
25,2018-10-28 02:14:05,0,0,Twitter for iPhone,86,Watching Puig toss the greatest bat flip in World Series history at an LA bar is wild.
26,2018-10-28 02:14:04,0,0,Twitter for iPhone,32,YASIEL PUIG IM IN ANOTHER LEAGUE
27,2018-10-28 02:14:04,0,0,Tweetbot for iΟS,80,"If there’s a bigger showboat than Yasiel Puig, I haven’t seen them. #WorldSeries"
28,2018-10-28 02:14:04,0,0,Twitter Web Client,48,puig is the best man you can't not love that guy
29,2018-10-28 02:14:04,0,0,Twitter for Android,180,Yasiel Puig smacks a three-run homerun over the left field wall the Dodgers take a 4-0 lead in the bottom of the 6th inning game 4 of the World Series #WorldSeries #Dodgers #RedSox
30,2018-10-28 02:14:04,0,0,Twitter for iPhone,131,Rodriguez just had a temper tantrum on the mound as he threw his glove off  after giving up as homer to Puig. #Game4 #WorldSeries18
31,2018-10-28 02:14:04,0,0,Twitter for iPhone,56,God I love Puig. Such a cocky shit. But I appreciate it.
32,2018-10-28 02:14:04,0,0,Twitter for iPhone,31,Imagine not liking Yasiel Puig.
