,timestamp,tweet
0,2018-10-27 21:55:56,RT @TheTrumpAdmin: Usually in midterm elections the turnout is very low. Are we going to change that this year and vote please retweet plea…
1,2018-10-27 21:55:54,"RT @shannonrwatts: Far-right extremists have ramped up anti-Semitic harassment against Jewish journalists, politicians and others ahead of…"
2,2018-10-27 21:55:52,RT @JoyAnnReid: Here’s how to avoid problems with straight-ticket voting in Texas | The Texas Tribune*** #vote  https://t.co/prpDm0Lxq6
3,2018-10-27 21:55:50,"people who say their vote doesnt matter are the people that dont vote in local and midterm elections, where ur vote matters the most"
4,2018-10-27 21:55:49,RT @dabeard: Nearly half of Texas voters have a voting machine glitch that might lead to Democrats registering votes for Cruz when that’s t…
5,2018-10-27 21:55:49,RT @thebradfordfile: President Donald Trump is getting larger rally crowds during a midterm election cycle than most presidential candidate…
6,2018-10-27 21:55:49,"RT @krassenstein: RETWEET if You Promise me that you will Vote in the 2018 Midterm elections!

LIKE if you will Vote Democrat across the bo…"
7,2018-10-27 21:55:47,"RT @krassenstein: RETWEET if You Promise me that you will Vote in the 2018 Midterm elections!

LIKE if you will Vote Democrat across the bo…"
8,2018-10-27 21:55:47,RT @TishaWa8: Ted Cruz Leads Beto O’Rourke in Texas Senate Battle by 6 Points https://t.co/XKyFiHxg2y via @BreitbartNews
9,2018-10-27 21:55:46,Midterm Exams https://t.co/Qp2DPQG0yc
10,2018-10-27 21:55:45,RT @NAACP_LDF: Hey Texas Voters!! Check your ballot once-twice-three times before finalizing it. We know that machines can be faulty. And i…
11,2018-10-27 21:55:44,RT @crimsonfaith88: @tedcruz leads #O’Rourke by 6 points in Senate battle. https://t.co/miNj89SyOe https://t.co/0TphGqJQwD
12,2018-10-27 21:55:42,"RT @DesignationSix: Midterm party! To make your voice as loud as possible before the election gain followers by following anyone who

LIKES…"
13,2018-10-27 21:55:38,"RT @DesignationSix: Midterm party! To make your voice as loud as possible before the election gain followers by following anyone who

LIKES…"
14,2018-10-27 21:55:38,"RT @ProjectFairness: Guess what? The majority of Nebraska voters support #Medicaid expansion, a key measure on their midterm ballot. https:…"
15,2018-10-27 21:55:37,"RT @krassenstein: RETWEET if You Promise me that you will Vote in the 2018 Midterm elections!

LIKE if you will Vote Democrat across the bo…"
16,2018-10-27 21:55:35,RT @JoyAnnReid: Here’s how to avoid problems with straight-ticket voting in Texas | The Texas Tribune*** #vote  https://t.co/prpDm0Lxq6
17,2018-10-27 21:55:35,RT @Essence: We are emboldened by the changemakers on #TheChisholmList:   https://t.co/HMgG7u0cHN https://t.co/ODdX2f4Hox
18,2018-10-27 21:55:34,"RT @shannonrwatts: Far-right extremists have ramped up anti-Semitic harassment against Jewish journalists, politicians and others ahead of…"
19,2018-10-27 21:55:34,RT @KassandraSeven: Here’s how to avoid problems with straight-ticket voting in Texas | The Texas Tribune https://t.co/fp7Vq0IJgO
20,2018-10-27 21:55:31,RT @JoyAnnReid: Here’s how to avoid problems with straight-ticket voting in Texas | The Texas Tribune*** #vote  https://t.co/prpDm0Lxq6
21,2018-10-27 21:55:30,"RT @politvidchannel: BREAKING: Lara Trump said The midterm elections is not a referendum on president Trump 

“I don’t think it’s a referen…"
22,2018-10-27 21:55:30,@BetteMidler America is in trouble make sure the Russians don't steal the midterm elections.
23,2018-10-27 21:55:29,"RT @DesignationSix: Midterm party! To make your voice as loud as possible before the election gain followers by following anyone who

LIKES…"
24,2018-10-27 21:55:26,RT @TheTrumpAdmin: Usually in midterm elections the turnout is very low. Are we going to change that this year and vote please retweet plea…
25,2018-10-27 21:55:26,"Folks, the midterm elections are just 10 days away. That means if you’re going to quit America, you’ve got to put in your notice now. Otherwise, you have to stay here, and you have to vote. No excuses."
26,2018-10-27 21:55:25,RT @disings: #Trump takes on Big Pharma to lower cost of medications and then promises all #Republicans will ensure that pre-existing illne…
27,2018-10-27 21:55:24,"RT @jonfavs: Trump’s response to this week’s violence is reaching Charlottesville/Helsinki/Puerto Rico levels. 

He wanted this midterm to…"
28,2018-10-27 21:55:24,RT @itsqail: Looking at my midterm marks like https://t.co/WDyF60xhEo
29,2018-10-27 21:55:23,"RT @MattGertz: Fox News commentators began the month telling their audience the left was coming to kill them.

They’ll end it claiming that…"
30,2018-10-27 21:55:22,RT @MTVNews: .@LaurenJauregui explains how the people we elect into office in this midterm election will shape our lives for the next 10 ye…
31,2018-10-27 21:55:22,RT @SafetyPinDaily: Racist demagoguery isn't a Trump-specific problem. It's long been embraced by the GOP and the conservative movement. ||…
32,2018-10-27 21:55:22,Offshore drilling and climate change have become flashpoints in a midterm race in deep red South Carolina https://t.co/EjPwPCoUj2 https://t.co/EjeUrsqM7E
33,2018-10-27 21:55:21,"RT @unkonfined: Teacher: Midterm tomorrow.

Me studying 20 mins before the test: https://t.co/FPP565c23D"
34,2018-10-27 21:55:19,"RT @krassenstein: RETWEET if You Promise me that you will Vote in the 2018 Midterm elections!

LIKE if you will Vote Democrat across the bo…"
35,2018-10-27 21:55:19,MIDTERM ANALYSIS: The Logic Gap Between Polling &amp; Reality https://t.co/8etkjjMf0u via @BigLeaguePol
36,2018-10-27 21:55:18,RT @zachdcarter: Trump + House GOP leadership have been feeding a conspiracy theory that George Soros is paying migrants to come to the U.S…
37,2018-10-27 21:55:17,"RT @tedlieu: With 15 days before the midterm elections, these are good poll numbers for Democrats. 

But none of this matters if folks don'…"
38,2018-10-27 21:55:16,"RT @JuddLegum: “Despite continuous calls for sensible gun control and mental health care, our elected leaders in Washington knew that it wo…"
39,2018-10-27 21:55:14,"RT @DesignationSix: Midterm party! To make your voice as loud as possible before the election gain followers by following anyone who

LIKES…"
40,2018-10-27 21:55:14,RT @LatinoUSA: Governor Rosselló of Puerto Rico was in Florida to make an unusual pitch to the state’s Puerto Rican voters. He is asking th…
41,2018-10-27 21:55:14,RT @mitchellvii: MUST READ: MIDTERM ANALYSIS: The Logic Gap Between Polling &amp; Reality - Big League Politics https://t.co/LLORpYwxeZ
42,2018-10-27 21:55:12,RT @nytimes: A video featuring Democratic House candidates with national security credentials has drawn raves. But here's why you haven't s…
43,2018-10-27 21:55:10,RT @UniteVoteRed: @fordmb1 Florida you have an easy choice for Governor. Ron DeSANTIS is former Navy Seal and Congressman. His opponent Gil…
44,2018-10-27 21:55:10,"RT @krassenstein: RETWEET if You Promise me that you will Vote in the 2018 Midterm elections!

LIKE if you will Vote Democrat across the bo…"
45,2018-10-27 21:55:09,RT @WesternIdentity: so called magabomber got national media attention then turned out to be native american. the next day a 1488 style car…
46,2018-10-27 21:55:09,"RT @DplrblesUnite: 🛑🛑🛑🛑🛑🛑🛑🛑
🚫No Americans Really Want to Take Care Of the Influx Of Illegals Caravan, rt b4 midterm elections! Democrats ha…"
47,2018-10-27 21:55:04,"RT @Tony4WI: .@ScottWalker continues to talk out of both sides of his mouth. He says he’ll keep protections for pre-existing conditions, ye…"
48,2018-10-27 21:55:02,Racist demagoguery isn't a Trump-specific problem. It's long been embraced by the GOP and the conservative movement. || via HuffPostPol https://t.co/ajEkyuNbIP
49,2018-10-27 21:55:02,RT @TishaWa8: Ted Cruz Leads Beto O’Rourke in Texas Senate Battle by 6 Points https://t.co/XKyFiHxg2y via @BreitbartNews
50,2018-10-27 21:54:59,"RT @RealCandaceO: I think @realDonaldTrump should offer every single illegal that is traveling in the caravan citizenship, if they are will…"
51,2018-10-27 21:54:57,"RT @MattGertz: Fox News commentators began the month telling their audience the left was coming to kill them.

They’ll end it claiming that…"
52,2018-10-27 21:54:53,"RT @krassenstein: RETWEET if You Promise me that you will Vote in the 2018 Midterm elections!

LIKE if you will Vote Democrat across the bo…"
53,2018-10-27 21:54:53,"RT @tribelaw: In a little over a week, we’ll have a chance to build a wall, or at least a guardrail, to contain the deadliest excesses of o…"
54,2018-10-27 21:54:52,RT @thebradfordfile: RALLY SEASON: President Trump is going to bring home the midterm vote in epic style with at least 10 rallies in the ne…
55,2018-10-27 21:54:51,"RT @LessGovMoreFun: On her upcoming new record release:

 It's a “well-manicured middle finger to the 45th president of the United States.”…"
56,2018-10-27 21:54:50,"RT @JayValenz67: Kellyanne Conway Under Investigation for Violating Federal Law Again—This Time Over Midterm Elections - Kellyanne Conway,…"
57,2018-10-27 21:54:48,"RT @jonfavs: Trump’s response to this week’s violence is reaching Charlottesville/Helsinki/Puerto Rico levels. 

He wanted this midterm to…"
58,2018-10-27 21:54:48,"RT @chrgdup1973: Today, I along with my 2 daughters 
(First time midterm voters) are heading to the polls in Vegas to cast our votes for Pr…"
59,2018-10-27 21:54:45,RT @JoyAnnReid: Here’s how to avoid problems with straight-ticket voting in Texas | The Texas Tribune*** #vote  https://t.co/prpDm0Lxq6
60,2018-10-27 21:54:44,RT @Kapooya1: @suzydymna 10 days before midterm election. What's Next.?
61,2018-10-27 21:54:44,"RT @shannonrwatts: Far-right extremists have ramped up anti-Semitic harassment against Jewish journalists, politicians and others ahead of…"
62,2018-10-27 21:54:43,"RT @KWestSavali: In honor of Shirley Chisholm, the first Black woman elected to serve in the U.S. Congress (1968) and the first Black perso…"
63,2018-10-27 21:54:40,"RT @DesignationSix: Midterm party! To make your voice as loud as possible before the election gain followers by following anyone who

LIKES…"
64,2018-10-27 21:54:40,"RT @krassenstein: RETWEET if You Promise me that you will Vote in the 2018 Midterm elections!

LIKE if you will Vote Democrat across the bo…"
65,2018-10-27 21:54:39,"RT @JuddLegum: IMPORTANT INFO FOR TEXAS VOTERS:

The voting machines are poorly designed but are not rigged or randomly switching votes to…"
66,2018-10-27 21:54:37,"RT @shannonrwatts: Far-right extremists have ramped up anti-Semitic harassment against Jewish journalists, politicians and others ahead of…"
67,2018-10-27 21:54:36,RT @JoyAnnReid: Here’s how to avoid problems with straight-ticket voting in Texas | The Texas Tribune*** #vote  https://t.co/prpDm0Lxq6
68,2018-10-27 21:54:36,@Lissetteisfetch Daniel Gonzalez @ VC for political science i took POLS VO1 for “American Government” and all we do is talk about current events he’s funny super chill not boring no hw one midterm &amp; we had one big group paper (30pgs) count as our final+paper grade. got an A in the class
69,2018-10-27 21:54:36,"RT @flippable_org: With the midterm elections less than two weeks away, now is the time to take action—especially in state races.

We’re wo…"
70,2018-10-27 21:54:35,"RT @NewYorker: No one suggests that Trump is a perpetrator, but pipe bombs as a tool of political intimidation do not arrive unexpectedly.…"
